student_id,attendance,assign_score,midterm_score,pass_fail
S_0085,76.91506397106812,66.74194725762625,96.22334995605249,1
S_0086,79.98242956415463,56.68931361128762,65.51362058243791,1
S_0087,94.15402117702074,67.37789703529033,87.19169744687112,1
S_0088,88.28751109659684,72.78329521773793,71.59602968117466,1
S_0089,79.70239796232961,68.2012738646548,92.79111072050938,1
S_0090,90.13267433113356,96.78701301706118,62.252760708943775,1
S_0091,85.9707754934804,79.90117146903481,48.027591496443755,1
S_0092,94.68644990532889,79.50711539416243,98.41008574542127,1
S_0093,77.97946906122648,84.33310716065102,67.73038708235717,0
S_0094,81.72337853402232,57.917503233288464,74.43116947248421,1
S_0095,81.07891846867842,90.58667681130403,94.6950382808959,1
S_0096,70.36485051867882,73.8635357019681,49.360895158111305,1
S_0097,87.96120277064576,85.05720925861819,81.90981795278515,1
S_0098,87.6105527217989,58.922141504397665,58.20210487074218,1
S_0099,85.05113456642461,51.693618509759034,67.35661288711256,1
S_0100,82.65412866624852,87.26834487037543,71.44557930768578,1
S_0101,70.84629257949585,80.64614289146274,39.99556277106128,0
S_0102,80.7935467723464,61.46922668463734,54.4232591435913,0
S_0103,81.57285483473231,61.95505378087958,97.02145784826278,1
S_0104,76.9772273077838,91.88152176622154,87.72382377169592,1
S_0105,83.3871428833399,57.15882160699008,68.7472084534553,1
S_0106,89.04050856814538,99.64009429883946,74.86246917025787,1
S_0107,100.0,61.490688980281966,64.11514988727085,1
S_0108,86.74577812831839,84.57587888412574,97.13166771655965,1
S_0109,87.57550390722764,70.07072286376523,65.99294844411672,1
S_0110,84.25554084233833,84.04781146623515,74.63684184269697,1
S_0111,65.81228784700959,66.83828996828711,92.92060288284131,1
S_0112,84.73486124550783,72.55810640891559,54.45257030308187,0
S_0113,85.60230209941027,75.61378763093582,100.0,1
S_0114,100.0,59.96718816327791,39.39077180513246,0
S_0115,83.07639035218878,86.11236518130188,100.0,1
S_0116,88.01547342333612,67.30179650292622,62.546488320960506,1
S_0117,84.65288230294756,71.57100126989972,65.14602504349436,1
S_0118,73.31321962380468,60.08475938087231,32.19979657634114,0
S_0119,96.4282281451502,36.56499511807034,60.90410565244614,1
S_0120,92.51933032686775,72.13458356099747,49.20386937946232,1
S_0121,92.91031947043047,100.0,57.84707309253055,1
S_0122,75.9061254520526,86.76906431847036,67.2537806842224,1
S_0123,99.02794310936099,74.71109430398408,89.15583228945812,1
S_0124,70.98148937207719,71.05663756187599,74.15206702801251,1
S_0125,90.8685709380027,75.3369883921807,76.15353306802227,1
S_0126,100.0,83.20678672762816,48.08961222308875,1
S_0127,75.09463674869312,57.28780777036733,52.3849182079454,1
S_0128,79.33702270397228,91.71482542003308,100.0,1
S_0129,85.99651365087641,85.73071973161866,55.29597930473507,0
S_0130,79.965243458838,85.77278588561902,100.0,1
S_0131,69.49336568933867,81.57713608214591,65.13877602238267,1
S_0132,85.68562974806028,75.29424986540985,70.04575872287008,1
S_0133,74.37696286273895,85.09291853950229,91.40730320459859,1
S_0134,89.73592430635182,83.87721200612067,95.43784843877313,1
S_0135,75.80575765766197,69.68938933588464,67.78374879441826,1
S_0136,100.0,66.39597340654649,62.23513892956923,1
S_0137,77.16746707663764,76.5278444289298,68.88159102955574,1
S_0138,81.77938483794324,98.23530227242782,76.75915056464237,1
S_0139,93.1351721736967,56.41339386519149,87.8260737373951,1
S_0140,72.69135683566044,52.9871210137134,70.08459717988303,0
S_0141,87.2745993460413,77.47141261854775,82.37772596046307,1
S_0142,98.07142754282428,75.76331552784028,100.0,1
S_0143,68.92516765438772,77.60012496555612,77.6261922452957,1
S_0144,86.84633858532304,78.6592979686275,76.23305712009557,1
S_0145,87.59882794248423,71.65196618047793,39.621783498198646,1
S_0146,92.8182287177731,97.34795157903123,17.38539726341873,1
S_0147,72.63049289121918,50.98644032285227,77.76751458460336,1
S_0148,71.79543386915724,62.57254462829631,68.10351537438255,0
S_0149,90.21941565616898,73.45117859776428,59.70434650170516,1
S_0150,87.96984673233186,50.35216783268749,74.87060408372689,1
S_0151,87.50492850345877,72.36218393351893,68.79192541606183,1
S_0152,88.46448209496975,99.92205248592028,92.55560501267797,1
S_0153,78.1997527842151,75.31329732443943,71.72221736517956,1
S_0154,87.32253697161003,78.46051358578025,55.06153429859665,1
S_0155,87.93072473298682,56.097528522411295,89.80332477918579,1
S_0156,77.85648581973632,65.75457887940784,65.65737850107595,1
S_0157,100.0,69.37205429514094,80.53073367344614,1
S_0158,89.73832920911788,70.23427354865649,60.451785876143994,1
S_0159,73.08696502797352,94.22465692505654,57.003462290051274,1
S_0160,91.5655360863383,83.36536591087687,71.68336460371393,1
S_0161,75.25318329772679,58.32813064594452,70.2565728708737,1
S_0162,92.87084603742451,78.69757167648007,79.59654070733666,1
S_0163,96.58595579007404,82.47332622745178,64.62708493380515,1
S_0164,76.7931768164829,92.102235577819,33.27280432459205,0
S_0165,94.63376129244322,98.7081102985256,61.34452232823222,1
S_0166,89.12780926936499,59.77358712258197,85.87636934287632,1
S_0167,93.2206015999449,62.83713733184493,64.05247841513787,1
S_0168,100.0,56.136332116280755,65.07233194970904,1
S_0169,82.5461188399713,71.48970211339528,89.72753011811874,1
S_0170,77.4626383564251,81.99537561669501,55.76053545482154,0
S_0171,76.10485570374476,89.81001774883653,39.14393563514201,0
S_0172,76.84189715034562,73.86073464536216,66.78737760949011,1
S_0173,84.22898290585896,70.20228715117734,60.31652097502526,1
S_0174,88.41151974816644,77.2763698837311,50.67507360493492,1
S_0175,87.7669079933002,62.472856475549655,66.49243088202618,1
S_0176,93.27183249036024,100.0,79.83011294493568,1
S_0177,85.13001891877907,50.88508459322912,69.81422876864369,0
S_0178,99.53534077157317,77.77110868343587,76.13962145372476,1
S_0179,82.35343166762044,100.0,100.0,1
S_0180,100.0,75.10199766839996,63.14242276884872,1
S_0181,91.25667347765007,72.14941447497759,75.56697269289339,1
S_0182,76.42842443583717,69.6383186578436,59.81573274801731,1
S_0183,74.29107501938887,72.29412477356388,53.072805602260544,1
S_0184,89.82472415243186,95.59272712014796,58.301846931644604,1
S_0185,82.7653721467415,41.8220713300574,60.42482856956622,1
S_0186,92.14000494092092,98.00150551944488,77.1895159509425,1
S_0187,89.73237624573545,53.64064271324782,100.0,1
S_0188,84.27171087343127,71.00021506148377,55.6791312744832,1
S_0189,76.53206281931595,68.56133369552008,61.66749388769075,0
S_0190,69.85152775314135,83.8282990465608,68.73753973777504,1
S_0191,80.53485047932979,51.02813472174379,77.91597697419493,1
S_0192,93.56398794323472,81.93258999122914,75.2710162390957,1
S_0193,87.14093744130204,100.0,95.68191587896234,1
S_0194,72.54261221288012,54.55238993110784,21.472158589295827,0
S_0195,86.73180925851182,77.84559251415594,22.261402596086548,0
S_0196,88.85317379728836,65.07026733305086,60.08243655979702,1
S_0197,76.16142563798867,81.38830809289554,91.94600375087417,1
S_0198,86.53725105945527,75.28721666123629,38.687039367888076,1
S_0199,85.58208718446,65.37769636433535,10.0,0
S_0200,73.57029702169378,82.3180842730661,81.42358812438417,1
S_0201,88.57787360348283,100.0,74.87314447405429,1
S_0202,90.60784526368235,72.13644312409052,48.1958318640114,1
S_0203,95.83051243175277,85.79636913222272,50.2892079855814,1
S_0204,95.53802052034904,55.60090563193255,50.60512560730651,1
S_0205,71.22330632042909,60.65345434772987,72.2107063494788,1
S_0206,75.62174960084877,82.08609416820566,57.47369447633986,1
S_0207,90.1503526720866,97.26174042803947,79.88127837951039,1
S_0208,90.1378595091221,80.3342002317849,12.90746674191218,0
S_0209,90.15047686306048,70.30412954215268,52.86296269744401,1
S_0210,100.0,74.98937108135031,47.47892078177899,0
S_0211,90.70890510693167,56.243883990454236,64.87318643255016,0
S_0212,96.35565640180599,84.0677298953305,59.23904483019723,1
S_0213,94.54001763493203,88.23499593485114,85.95687559791533,1
S_0214,91.51391251305797,68.2186450075038,32.81326456679885,1
S_0215,81.84730755359655,67.94936778360747,70.90982952661504,1
S_0216,92.58969220493267,78.98817344478073,81.16672846423411,1
S_0217,77.27174785462428,68.44920395939107,100.0,1
S_0218,82.63181393259991,74.00801078061266,60.364680578130496,1
S_0219,80.14636452170896,100.0,76.48917208705033,1
S_0220,85.81874139386322,71.29461448881005,33.9227441487527,1
S_0221,100.0,69.62489771968167,22.160875913739524,1
S_0222,66.32734807408252,65.28687291547261,86.895487515634,1
S_0223,91.86260190374513,86.16287957249905,69.8887941270386,1
S_0224,68.87284128810349,72.28163740172846,93.57025379596845,1
S_0225,80.28068134210567,65.25940442517862,42.53194222060502,1
S_0226,95.88950596967366,94.81956048409518,80.39804279057505,1
S_0227,85.64280019095463,96.29404506770456,100.0,1
S_0228,74.22255222070694,65.99364651391943,78.39411216714532,1
S_0229,77.84696290740031,47.00190072959076,75.53163011182097,1
S_0230,91.79597748934675,90.11270534755383,70.171121616487,1
S_0231,77.69633368282864,64.73055261359994,38.582370857481756,0
S_0232,87.16458589581976,86.85938398744153,97.11145871420696,1
S_0233,85.45571839903813,45.44844273432246,57.78284720389868,1
S_0234,78.48399652394183,88.38896007448965,80.08966512766034,1
S_0235,100.0,56.832421060788285,38.73931386857493,1
S_0236,91.33919022318011,85.96146178599787,46.410806709844394,1
S_0237,64.74857413342393,75.21409601754651,98.70174798444471,1
S_0238,86.86454314769428,60.690908709050326,63.05395422084314,1
S_0239,78.38213535231613,68.8944553060983,99.0655095208509,1
S_0240,93.52433334796224,85.29477685435052,68.43538681882964,1
S_0241,77.07479261567299,76.58841679672851,33.16204454084285,1
S_0242,83.85263558533102,83.76619470708727,87.84135199463441,1
S_0243,90.04987278980457,100.0,58.202153644887844,1
S_0244,93.65755194170121,51.53637582433423,83.97377627034086,1
S_0245,72.99703592944223,99.25818862452935,70.50421735080164,1
S_0246,81.65498764159052,76.5653390628482,39.1376354411426,1
S_0247,80.25054688839043,61.51823927515308,73.28589530741138,1
S_0248,78.46670767426288,55.04529561391515,100.0,1
S_0249,100.0,72.1631941383445,79.85972917028919,1
S_0250,89.04981710960955,88.82475167886689,68.84964493989074,1
S_0251,72.39116045664954,73.08676319433698,91.50686803913796,1
S_0252,94.17861947054776,97.66732395371021,74.21336930406221,1
S_0253,100.0,53.23236464922662,74.19068460525588,1
S_0254,95.32465260551147,74.81866578230918,48.16749655681795,1
S_0255,69.80630034045987,56.214098333803214,74.67696051579196,1
S_0256,80.15765927133748,80.45447823937452,90.7088683283389,1
S_0257,97.66911149186623,88.3033108514595,53.278756957999505,1
S_0258,77.92330534381219,68.6885730947842,98.48991642493897,1
S_0259,89.43819428146229,35.936792150592986,68.16587951709748,1
S_0260,92.74634053429337,77.98422220194742,52.244609769229186,1
S_0261,75.73069528421917,81.55107827600264,89.95264153840489,1
S_0262,84.404746439382,81.06442132442547,64.26411528523461,1
S_0263,52.58732659930927,93.53673287733231,85.19029774972216,1
S_0264,74.7561235866571,58.93419480526427,64.16482735482926,1
S_0265,82.4743184860684,85.20324158175674,68.80347712940193,1
S_0266,72.5221681803515,92.88761268716962,79.87120408668584,1
S_0267,100.0,48.32118623990225,75.81794115180011,1
S_0268,70.69858622039368,79.79477738878465,30.08936439096523,0
S_0269,80.59955513303017,67.43730253488492,47.57512519811216,0
S_0270,86.30740577286092,73.77715990347531,88.58819969581631,1
S_0271,99.41273289066116,80.21514725307505,67.35726822196905,1
S_0272,70.6413784882056,67.69157153829671,59.52537394457156,1
S_0273,96.63163752154959,64.86437881257582,42.82851969485051,1
S_0274,85.10233061019586,75.51228626232037,48.40527357448303,1
S_0275,75.1849134895205,58.69131091705796,29.564027200761053,0
S_0276,89.6210347426327,58.712623066722216,67.97438562596935,1
S_0277,86.9905969557347,85.19059924434755,58.03124838837906,1
S_0278,78.99783122841205,57.76808947262016,50.668242180293696,0
S_0279,85.69802084990019,84.99468751363818,68.63753149664093,1
S_0280,81.1468640313824,81.93886939280927,77.27941261705476,1
S_0281,86.13517345251248,49.11289906814105,100.0,1
S_0282,91.62130674521046,64.83653021496518,39.76233160873573,1
S_0283,100.0,92.91164104571058,93.18762086601043,1
S_0284,72.62184501173151,60.28251703290478,89.46203122030144,1
S_0285,100.0,68.03393606535919,54.41814521246599,1
S_0286,65.47912200477498,81.93091339877844,74.06471909172062,1
S_0287,83.48214904964416,86.75085763923893,60.847335013247694,1
S_0288,90.88317206484577,71.22691670933257,73.71377160837478,1
S_0289,87.80991867735032,66.03734707962538,100.0,1
S_0290,78.77300480179406,96.33554792547761,82.11212465262626,1
S_0291,82.91877749642725,100.0,80.17216746466885,1
S_0292,80.06999065341166,89.68287076172693,61.39381360090715,1
S_0293,79.10635243055788,76.27977213847537,40.31886670151329,0
S_0294,93.49602097021025,62.8760141753861,65.83063578919185,1
S_0295,88.57015485965047,62.54333390165152,94.13216309727831,1
S_0296,78.07090404739346,82.83771157898636,39.45664286820705,0
S_0297,93.9959987543325,81.27597331333025,48.8982126364661,1
S_0298,88.07299520876609,96.02397889419645,72.52535472468136,0
S_0299,93.1286211883896,84.75675138804209,50.30690430305475,1
S_0300,91.29628841923612,52.453795473602725,54.14953105769575,0
S_0301,76.71004989077927,90.77921426584378,61.52802836543646,1
S_0302,79.3981895980303,60.02909059028381,42.68765191619701,0
S_0303,92.47293605123262,69.24043092071473,50.51756307567263,0
S_0304,91.10370265433465,78.75300309377542,84.06855833574618,1
S_0305,84.79098406035853,100.0,43.85260435538072,1
S_0306,86.17327383308782,100.0,38.04255731010325,1
S_0307,97.77664895788425,84.10084588704274,57.399500409322116,1
S_0308,79.0842861116417,72.25205071919419,84.63911005019692,1
S_0309,90.47097381170038,83.01758472720826,66.0615638400622,1
S_0310,82.97807347566106,88.31483138810754,60.70837843768763,1
S_0311,82.82318796772779,70.18998561664212,70.88717595031214,1
S_0312,95.9877685198719,100.0,35.08585134280696,1
S_0313,93.2541634898803,78.45106138787104,79.89411307550066,1
S_0314,93.13509636000639,82.46614633637091,77.66870062807288,1
S_0315,98.05478807154329,84.98886378081691,61.813830518085574,1
S_0316,85.21003841632759,81.32379915921683,90.11849023592833,1
S_0317,91.81952971294965,87.58410750704418,47.45007802093922,0
S_0318,81.89733243406543,65.74120220179614,92.55817986507138,1
S_0319,88.24166352488442,66.62547369080954,73.08987331190502,1
S_0320,83.69856945632316,58.497686505424575,63.26894820243653,0
S_0321,85.96995964992718,81.59251845930339,69.60252729263377,1
S_0322,90.95157025436913,86.6840475526817,67.85470468378116,1
S_0323,76.81779316766527,81.86659299227829,94.40565792835434,1
S_0324,100.0,100.0,48.466417450579726,1
S_0325,74.93982618500299,74.9160597175643,54.74961521706803,1
S_0326,72.85811387212267,85.03112483388769,90.72605784144959,1
S_0327,96.58110873500068,58.624486857910284,58.089301296322816,1
S_0328,92.91662693962935,69.19350446288398,88.01066154663184,1
S_0329,91.24119817052156,85.43306636348666,100.0,1
S_0330,91.2834550926428,87.73653166114715,61.96409946116733,1
S_0331,84.87753227153085,70.59049578503726,83.6272465315061,1
S_0332,76.02745628514168,73.92601122212899,46.926154373202834,1
S_0333,85.75804558193727,52.231893799787855,85.09466596135618,1
S_0334,78.22838288487888,69.64456198790086,73.98847971973534,1
S_0335,94.7511973341775,88.35574745279679,79.4607656432043,1
S_0336,83.52942618497862,83.6280752415985,57.088558559292096,1
S_0337,76.74502803207488,82.50998582071814,36.77833168865655,1
S_0338,81.78614158347007,75.7466053077144,80.0650412949901,1
S_0339,89.12931454275625,75.10594737942264,28.731936950410912,0
S_0340,79.36275447196024,65.09518290789829,63.652990155149304,1
S_0341,76.77779604433569,85.48242630303803,88.8236373283994,1
S_0342,87.43687211491913,81.31459416584084,73.83795471746072,1
S_0343,87.44966571108722,82.380282719892,100.0,1
S_0344,79.9305682462887,67.1094773599863,90.50218305163547,1
S_0345,80.28961694381677,42.69985620193133,56.92203223348847,0
S_0346,87.32049937357637,91.45729067630543,70.54626759702877,1
S_0347,70.51915658502676,67.81743815987394,69.05258594911128,0
S_0348,70.92536225623445,62.05836353935319,38.35646473307746,0
S_0349,77.81555778747564,85.4021836787099,51.19202167031293,1
S_0350,82.86552848288153,69.11981040121306,58.784781860402795,0
S_0351,88.10907565598005,90.89904576069932,29.27558994288127,1
S_0352,99.75356216949552,84.25508924365046,70.94986936503285,1
S_0353,93.5765962320202,85.25353984800716,65.01856310693918,1
S_0354,83.40061470036572,54.51066433199198,36.542121973768516,0
S_0355,84.80983792097311,93.17915978079601,78.08425730554664,1
S_0356,74.97470635362191,78.91875796850785,84.31745489381919,1
S_0357,84.8148686400761,69.46084291130695,74.54068957729778,1
S_0358,82.11341361079862,77.15082701013377,63.518636495820594,1
S_0359,88.22718560338089,48.3564715065252,81.8288430350371,1
S_0360,76.72769056447677,81.12979217221006,83.60440720953382,1
S_0361,90.19346514241172,59.559427377268925,76.14807139439377,1
S_0362,100.0,54.709945712346986,53.50775499130478,0
S_0363,83.91239851543142,52.16461220673163,75.53201531022361,0
S_0364,89.01711722098942,91.69032562484888,93.90961301650958,1
S_0365,91.90143991711112,65.56104909460817,58.067418827765394,1
S_0366,80.98779528114164,98.00591564874749,100.0,1
S_0367,87.24092481810416,66.96297805421553,59.487381320292315,1
S_0368,85.12592400781794,49.3896306361058,70.64814026680273,1
S_0369,85.97676098548831,58.25213340077011,56.550288079873276,0
S_0370,77.26990216144533,93.53717430010408,74.46541671840522,1
S_0371,85.24510174258943,72.66152733095,35.15556614729449,0
S_0372,89.97998291245449,66.77569055264098,59.07916402366558,1
S_0373,99.51143607795042,77.40027338779181,48.15757599302866,1
S_0374,94.59270826085206,82.52674104251318,72.70676695784582,1
S_0375,100.0,91.76098223853691,89.88894751017814,1
S_0376,77.3265243711195,96.72748844839388,82.92012374229103,1
S_0377,93.72320636720679,69.60347031316371,22.566812782822154,0
S_0378,86.83342005738352,55.10928470876942,100.0,1
S_0379,100.0,68.79802258315085,75.90559881241737,1
S_0380,76.91701714644849,78.9042075987433,54.47001719013999,1
S_0381,76.60278157819224,60.54361610684084,73.14255837981881,1
S_0382,79.00607354555977,60.642736276574354,73.52379645005384,1
S_0383,63.76104275690193,80.15681822324828,56.66302566096873,0
S_0384,79.74244978319238,74.27021472644323,73.95833334684151,1
S_0385,77.40867338446301,75.4919549311738,57.850554247593855,1
S_0386,86.50393786476208,63.622569979498955,61.912760146199545,1
S_0387,88.4175597577716,71.54398928691349,56.27441728489831,1
S_0388,100.0,61.136502835975435,41.34657420520695,1
S_0389,94.5042383818605,88.3529761668718,72.91672940430767,1
S_0390,79.23096344337597,90.52874002085629,81.70598873032677,1
S_0391,76.01585328651642,47.307182066428595,80.29767192152744,0
S_0392,89.91919171506505,61.05733709711385,86.39850505270468,1
S_0393,71.79766792979358,52.552061173648816,76.48680420029736,0
S_0394,100.0,65.24964098389653,59.34549003566193,1
S_0395,96.79440120721287,73.74843045314459,86.79327728862377,1
S_0396,80.30824347895295,53.255321704522046,42.8496492031613,0
S_0397,67.86865470909122,61.1721028031203,51.986572349750396,0
S_0398,98.53872374165414,59.94063941877753,50.7159985715351,1
S_0399,83.85460154747382,78.10900994098417,91.6011211827862,1
S_0400,97.37816311973462,76.04016505554375,88.85577028280152,1
S_0401,69.05572341205632,64.1739366999412,79.7461047408999,1
S_0402,79.00624977046228,77.65231308209097,91.43859730423594,1
S_0403,85.05243699718183,66.79979873119102,52.414344351760235,0
S_0404,85.46980593764742,70.9251733451092,76.97190239721961,1
S_0405,80.49934528520757,100.0,67.49651143233672,1
S_0406,91.22849932347499,95.10691577685522,86.93764207769829,1
S_0407,74.32379570617405,55.506281446086035,67.69551534895605,0
S_0408,83.57620514978707,87.44598626818762,62.30114223179838,1
S_0409,86.20295631711899,87.17094831737388,80.8181703712198,1
S_0410,90.1443883405875,57.776050668710724,87.52338334382466,1
S_0411,92.11614878088889,87.2816646563229,56.63309610306397,1
S_0412,73.75357908162131,98.06897877618829,68.77848657295247,1
S_0413,69.65885829264377,58.16182790633379,48.831187327166944,0
S_0414,97.7767682189851,61.237457684786044,20.038779650141212,0
S_0415,88.32314011979592,90.26492200265254,74.00919262827458,1
S_0416,77.51513463443446,79.07242966238472,82.17810712509264,1
S_0417,100.0,83.27214412859284,75.24133618173451,1
S_0418,86.15674634292859,80.10883824600745,31.008765644912657,1
S_0419,96.79297184063826,80.86043881392216,62.98301139847051,1
S_0420,85.67518481410109,55.102918075333754,25.633044798978375,0
S_0421,100.0,90.70976559932173,97.3940221530837,1
S_0422,100.0,92.54384988641661,48.27890835763827,1
S_0423,82.51035851520926,71.55913883897958,95.10807218919793,1
S_0424,94.71570950954356,74.34784575279207,88.91739287368291,1
S_0425,91.45375949585147,52.03338746166416,51.98819294927876,1
S_0426,98.68631557532349,82.71382134026753,47.344300974645094,1
S_0427,75.35076539419896,83.58086162571216,77.00740432772677,1
S_0428,91.8605145999844,74.06713474501034,53.11351925633857,1
S_0429,95.58424486849587,91.86530039805754,72.04969284316415,1
S_0430,67.41260513576886,69.98884153530089,60.34344818386163,0
S_0431,73.16741487334225,83.469088888404,34.376831710687334,0
S_0432,64.60767822239899,59.705034919618264,25.39063961751082,0
S_0433,82.30593165555442,74.64671773688643,74.53368496989194,0
S_0434,92.17542255795962,72.38468613145746,58.768845073387496,1
S_0435,100.0,78.37961883061412,58.93820366171735,1
S_0436,85.74094780419775,69.45709606749962,83.91727678187571,1
S_0437,100.0,73.02791106492498,93.4688455326489,1
S_0438,71.19898541785109,87.3907075716226,64.54910557276382,1
S_0439,67.96617560644846,68.44853644142674,63.18802586180277,0
S_0440,84.44452301103381,50.90134348891981,80.00286066227768,1
S_0441,88.84065448939307,100.0,42.86128860600849,1
S_0442,84.67305251905907,95.72181118035729,74.46306109495394,1
S_0443,64.32557899960123,55.61605957341572,81.03771943644308,1
S_0444,84.10879960487212,85.34561707867792,83.60460416835258,1
S_0445,71.95530499495146,67.45537844172985,31.2649459499507,0
S_0446,91.69672548830039,78.9523082299659,54.772894603821186,1
S_0447,88.66598246096848,79.4133619352024,52.43473494353067,1
S_0448,75.60120213672644,71.48388299525517,71.99773908818426,1
S_0449,79.86133082663306,63.24351501620405,79.61489159535968,1
S_0450,74.40786478111049,64.64188421525611,99.93420814891962,1
S_0451,84.37320902726829,61.257121267781365,60.10069039263853,1
S_0452,94.55142320501238,62.522666876543326,60.048550033815715,1
S_0453,75.14273953664457,73.99232564925967,92.99344037757494,1
S_0454,90.04046515517844,64.26360016333872,75.9315387706061,1
S_0455,79.69742381627559,85.2307809856893,95.35303022375948,1
S_0456,77.07127167737656,97.30869233003891,75.77456006019672,1
S_0457,83.92969640045442,66.29920137944936,46.857667625734585,0
S_0458,74.64757677580626,78.59106750803066,43.33743290444387,1
S_0459,79.46350694652818,82.49527665454401,38.96975501882142,1
